industryID,chemicalID,chemicalname,trdename,quantity,purpose
3645,2439,"Hydrogen peroxide",,10,Sterilizing
3898,2440,"vehicle washing liquid","3M / auto glami / mawoglemi",50,
10297,2441,Dynamite,"3 pecies",NULL,
10297,2442,"Service thread  pecies",,1,
10297,2443,Cap,,3,
10297,2444,ammonia,,1,
3912,2445,No,,NULL,
3280,2446,No,,NULL,
3614,2447,"Solvent IPA & NBA",IPA,NULL,"For mixing of ink"
14375,2448,"Car  Wash",,0.005,washihg
3657,2449,Snowcal,CaCO3,2.5,
3657,2450,,Keolin,0.5,
3657,2451,,Sulphur,0.45,
4986,2452,Urea,,NULL,"to make liquid fertilizer"
4986,2453,"Muriate of potash  (MOP)",,NULL,"to make liquid fertilizer"
4986,2454,"Triple super phosphate  (TSP)",,NULL,"to make liquid fertilizer"
3613,2455,"Solvant IPA, NBA",IPA,8,"For mixing of ink"
4852,2456,"Sodium Chloride",,5,"for cleaning Diamonds and pots"
4852,2457,"Sulfuric acid",,1,"for cleaning Diamonds and pots"
4852,2458,"Hydrocloric acid",,5,"for cleaning Diamonds and pots"
4852,2459,"Borax powder",,5,"for cleaning Diamonds and pots"
4852,2460,"Pottassium Nitrate",,0.5,"for cleaning Diamonds and pots"
4852,2461,"Wine spirit",,4,"for cleaning Diamonds and pots"
4852,2462,"Meethail alcohol",,4,"for cleaning Diamonds and pots"
4824,2463,"Penet oil",caltex,300,"to avoid rusting"
4824,2464,"High pressure  oil",,20,"to clean vehicles"
3639,2465,"Posolith 300R","Posolith 300R",300,"Postpone hardening"
4854,2466,"white dye",,0.055,"for colour"
4854,2467,"carbon black",,NULL,"for colour"
18336,2468,Highpressure,Nacre,0.25,
18336,2469,Shampoo,Nacre,0.5,
18294,2470,"Paints,  Polish,  Oxygen,  Asetelin",,NULL,
4910,2471,"Sodium bi carbonate",,NULL,
4910,2472,"Mono amonium Phosphate",NH4H2PO4,25,
18314,2473,Highpressure,Flash,0.1,
18314,2474,Shampoo,Flash,0.1,
25372,2475,Dinomite,,0.75,"For blasting"
25372,2476,"Gun powder",,0.4,"For blasting"
25372,2477,"Service thread (m)",,1,"For blasting"
25372,2478,"Dtanators, ",,1,"For blasting"
25372,2479,"ammonia nitrate",,1,"For blasting"
25373,2480,"Soap, Kerocine",,NULL,
25378,2481,paints,,NULL,
25378,2482,thinner,,3,"for painting"
25378,2483,terpentine,,1,"for painting"
1462,2484,"Sodium bisulphate",,15,"Prevent discolouration"
4812,2485,"R.M. 60","German shampoo",2,
4812,2486,"Car shampoo",Dash,2,
4816,2487,Detergent,3M,NULL,
4821,2488,Detergent,,0.5,"for cleaning"
18295,2489,Highpressure,"Sango Oil",0.25,
3683,2490,,Soaps,NULL,
4957,2491,,"Bakin powder",0.5,
4957,2492,,Ajinamoto,0.5,
3684,2493,"Wood preservatives",CIC,1.5,
25384,2494,"Soap, Kerocine",,NULL,
18253,2495,"Car Wash",Neo,NULL,
18253,2496,Highpressure,Neo,NULL,
4826,2497,"sodium meta bi sulphite",S.M.B.,5,preserving
4855,2498,"high pressure",,4,
10346,2499,"liquid Ag",,NULL,
25387,2500,"Amoniam Nitrata",,0.5,
25387,2501,"Black Powder",,0.25,
25387,2502,Dinmait,,0.2,
10321,2503,"Sodium by carbonate ",Soda,9,
10321,2504,"Ammonium bi carbonate","Ammonia ",2,
10321,2505,"Sodium benzoate  ",,0.2,
4856,2506,No,,NULL,
4839,2507,No,,NULL,
4851,2508,No,,NULL,
5027,2509,"Laundry chemicals",,NULL,
4680,2510,"Chlorine Tablets",,0.01,"To sanitize vegetables"
4680,2511,"Floor Cleaner",,0.98,"To clean the floor"
4680,2512,Sanitizer,,0.01,"To sanitize tables and equipments"
25394,2513,kerosine,,NULL,
25394,2514,"Shampoo ",,NULL,
25396,2515,"Amonam Nitrrate",,2,
25399,2516,"Pottasiunm metabisulphate ",,0.4,"As a preservative"
25399,2517,"Sodium benzoate",,0.2,"As a preservative"
25399,2518,"Citric acid",,21,"As an acidulant"
4103,2519,Enzyme,,15,"Enzyme effect"
4817,2520,No,,NULL,
25399,2521,Detergents,Teepol,5,Washing
4103,2522,"Black dye",,10,"Black colouration"
4103,2523,Softner,,5,
25399,2524,"Sodium hydroxide",,25,"Wasete water treatment plant"
25399,2525,"Trisodiunm phosphate",,1,"Wasete water treatment plant"
25400,2526,Shampoo,,0.5,
25400,2527,kerosine,,3,
18319,2528,"Tiner, Cataloy,Paints",,NULL,
4822,2529,"car wash",Britol,NULL,
3690,2530,Admixture,POLOLITH,600,"To retard & the harden the concrete"
4846,2531,No,,NULL,
25408,2532,Admixture,POLOLITH,600,"To retard & the harden the concrete"
25411,2533,"Amoniam Nitratr",,1,
25411,2534,"Water gel",,0.5,
25411,2535,"Black Powder",,0.1,
1520,2536,"Sodium sulphite",,0.125,
1520,2537,"Formic acid",,0.45,
1520,2538,"Sodium bisulphite",,0.5,
4838,2539,No,,NULL,
4813,2540,"Hydro cloric acid",HCL,0.1,"For dying accessories"
4813,2541,"Iso propyl alcohol",IPA,0.25,"for cleaning"
4813,2542,"Carbolic acid",Carbolic,0.25,"for cleaning"
4813,2543,,"pigment dye",2.5,Printing
4813,2544,,"Rubber paint",2.5,Printing
4820,2545,"Daratard 205 L","Daratard ",15,"to control  settings of cement"
18303,2546,"High pressure, Shampoo",,NULL,
4853,2547,"chlorine powder",Zirus,0.015,"to sanitize vegetables"
4853,2548,"Floor Cleaner","M 100",1.25,"To clean the floor"
4853,2549,sanitizer,Result,0.02,"to sanitizetables and equipments"
10598,2550,dynamite,,1,
10598,2551,"ammonia nitrate",,2,
10598,2552,"Detanators, ",,10,
10598,2553,"gun powder",,0.3,
4819,2554,No,,NULL,
4860,2555,"Ferric chloride",,1.7,
4860,2556,"sulfuric acid",,0.2,
4860,2557,"Hydro cloric acid",,NULL,
4832,2558,shampoo,Britol,1,
10712,2559,"High Pressure",,10,
10712,2560,"Lubricant Oil",,8,
10712,2561,"Kerosene oil",,5,
18296,2562,Highpressure,Dash,NULL,
18296,2563,Soap,C.N.P,NULL,
10586,2564,Dynamite,,0,
3330,2565,No,,NULL,
3654,2566,Polyol,"Dow 3010",100,Garments
3654,2567,"Toluene D1 isocyanate","Dow T80",80,Upholestring
3654,2568,Amines,"Niax 107",50,"House hold cleaning"
3654,2569,"Silicone ","Niax 107",50,"Hose hold cleaning"
3654,2570,"Methylene chloride","L 580",50,"Hose hold cleaning"
18236,2571,paint,,NULL,
18236,2572,Tiner,,NULL,
10496,2573,"Dynamite karal",,5,
10496,2574,"ammonia nitrate",,2.5,
10496,2575,"Kalu beheth",,0.25,
10496,2576,Detanators,,5,
10496,2577,"Service thread (feet)",,30,
25430,2578,"Amonium hydroxide ","Liquid Amonia",2.5,"Wetting agent"
9285,2579,detergents,Britoal,NULL,
25430,2580,"Diron ","Torysan S 89",2.5,"Dry film preservative agent for paints"
25430,2581,"Non ionic derivatives","Wettem 9938",8,"Wetting agent"
10493,2582,Shampoo(L),Britol,0.5,"remove Mud"
10493,2583,"High pressure (L)",Britol,0.5,"Remove Mud"
3902,2584,No,,NULL,
10506,2585,dynamite,,1,"For blasting"
10506,2586,"ammonia nitrate",,2,"For blasting"
10506,2587,"Dtanators, ",,5,"For blasting"
10506,2588,"gun powder",,0.2,"For blasting"
10506,2589,"Service thread (m)",,30,"For blasting"
4149,2590,SLES,,2.6,"Primary Surfactant"
4149,2591,"SoftCAT Polymer",,1.6,"Skin Conditioner"
4149,2592,"Cetyl alcohol",,1.5,Emulsifier
4149,2593,"Stearic acid",,1,Emulsifier
4149,2594,Glycerine,,1.5,Mosturizer
10518,2595,"ammonia nitrate,dynamite",,NULL,
4149,2596,EDTA,,0.5,"Chelating agent"
4149,2597,"Propylene glycol",,0.5,Solvent
2712,2598,"Dash Wash ",Dash,0.5,
2712,2599,"High Power ",Dash,5,
3895,2600,No,,NULL,
10502,2601,"ammonia nitrate,dynamite,gun powder,detenators",,NULL,
10505,2602,"gun podwder",,0.15,
10505,2603,"Service thread (m)",,0.25,
10505,2604,"dynamite karal",,2,
10505,2605,"ammonia nitrate",,0.2,
10511,2606,"water gel",,1.5,
10511,2607,"gun powder",,0.2,
10511,2608,detenators,,10,
10511,2609,"Service thread (m)",,15,
10511,2610,"ammonia nitrate",,5,
3602,2611,Aceton,,0.04,
18289,2612,Paint,"Cause way",NULL,
18289,2613,Thinner,,NULL,
10530,2614,Dynamite,,10,Blasting
10530,2615,"Gun powder",,5,Blasting
10530,2616,"Service thread (m)",,50,Blasting
10530,2617,"Dtanators, ",,12,Blasting
10530,2618,"ammonia nitrate",,25,blasting
3204,2619,paints,,NULL,
10515,2620,Dynamite,,4,
10515,2621,"ammonia nitrate",,1.5,Blasting
10515,2622,"service Threads (m)",,15,
10515,2623,Cap,,2,
10507,2624,"used as pescribed in the lisence",,NULL,
3202,2625,No,,NULL,
10494,2626,Dynamite,,0.5,Blasting
10494,2627,"Service threads (feet)",,30,blasting
25438,2628,NO,,NULL,
3337,2629,Degreaser,Britol,0.2,cleaning
3337,2630,"Auto cream",Britol,0.2,"Body cleaning"
3337,2631,"Soap (car wash)",Britol,0.5,"Vehicle body wash"
3337,2632,"Engine oil ","D.S. 40/super plus  S.A. E. 40",10,"Refilling of Engine"
3337,2633,Kerosine,,1,"washing parts"
10503,2634,"ammonia nitrate",,3,
10503,2635,"kalu beheth",,1,
10503,2636,"Dynamite ",,2,
3271,2637,No,,NULL,
3237,2638,Acetone,SASON,15,"for painting"
10524,2639,"gun powder",,6.8,blasting
10524,2640,"ammonia nitrate",,51.4,blasting
10524,2641,"Service thread (m)",,274,blasting
10524,2642,Deternators,,17,blasting
10524,2643,"Dynamite ",,13.7,blasting
4857,2644,No,,NULL,
10532,2645,"gun powder",,500,
10532,2646,"water gel",,1,
10532,2647,"ammonia nitrate",,2,
10536,2648,"lime powder",,NULL,
10536,2649,EM,,1,
10533,2650,"gun powder",,0.15,
10533,2651,deternators,,3,
10533,2652,"ammonia nitrate",,0.75,
10533,2653,"Service thread (m)",,6,
10533,2654,"water jel",,3,
4815,2655,"Calcium Carbonate",,1419.05,
4815,2656,"Hexylene Glycol",,100.46,
4815,2657,"Mono Ethylene Glycol",,309.9,
4815,2658,"PEGASOL 3040",,211.12,
4815,2659,"Tittanium dioxide",,1954.6,
4815,2660,"Calcium Corbonate",,1154.71,
25446,2661,Ammonia,,0.5,
25447,2662,"Ammonia Nitrate ",,15,
4849,2663,"Acidfant  Baith ",,NULL,
4849,2664,"Ferrous sulphuric acid",,NULL,
25447,2665,"Water jel ",,3,
4858,2666,"Car shampoo",Britol,2,
25448,2667,"Ammoniam nitrate, Dynamite , Service thread, Kalubeheth.",,NULL,
25449,2668,"Ammonia Nitrate ",,15,
25449,2669,"Water Jel",,3,
25450,2670,kalubeheth,,0.1,
25450,2671,"Dynamite ",,0.2,
25450,2672,"Service thread (m)",,10,
4657,2673,Detergent,,5,"Wash vehicles"
3317,2674,No,,NULL,
3900,2675,No,,NULL,
3329,2676,"Chlorine (Disinfect treated water)",,NULL,"to disinfect the treated water"
3906,2677,no,,NULL,
25454,2678,"Acid, Vine sprit , Coastic, salt",,NULL,
10697,2679,"ammonia nitrate",,2,Blasting
10697,2680,"gun powder",,0.5,Blasting
10697,2681,"Dynamite ",,1,Blasting
10679,2682,"Car wash per 1 three wheel",,1,
9334,2683,"Dainamaite,Amoniam",,NULL,
10681,2684,"Dyna, service threads, ammonia, black powder",,NULL,
10562,2685,"ammonia nitrate",,0.2,
10562,2686,"Dynamite ",,1,
10562,2687,deternators,,5,
10562,2688,"Service thread (kerali)",,1,
4850,2689,No,,NULL,
25456,2690,"water jel",,1,
25456,2691,"kalu beheth",,0.01,
25456,2692,"ammonia nitrate",,2,
25456,2693,"Service thread (rolls)",,2,
10043,2694,Pozoolipn,"B.A.St 400",9.6,
10034,2695,Explosive,,NULL,
10034,2696,"Water Gel",,NULL,
14621,2697,"Ammonium Nitrate",,5,Blasting
14621,2698,Dynamite,,2,Blasting
14631,2699,Carbide,,1,Tinkering
25460,2700,"Blasting materials",,NULL,
10307,2701,"Engine oil",Caltex,4,
10307,2702,"Grease ",Caltex,250,
10307,2703,"High pressure",dash,500,
10287,2704,"Dynamite ",,0.5,
10287,2705,"ammonia nitrate",,2.5,Blasting
10287,2706,"Gun Powder",,0.2,
10287,2707,"Service thread codes",,1,
14622,2708,Ammonium,,15,Blasting
14622,2709,Dianamid,,8,Blasting
14622,2710,"Black powder",,2.5,Blasting
14635,2711,"Car Wash",,2,"Wahing Vehile"
14623,2712,Ammonium,,10,Blasting
14623,2713,Dynamite,,5,Blasting
14623,2714,"Black powder",,2,Blasting
14615,2715,Carbite,-,1,Welding
14636,2716,"Car Wash",,1,"Washing Vehicle"
14633,2717,"Car Wash",,0.5,"Washing Vehicle"
14633,2718,"Dash Powder",,1,"Washing Vehicle"
10276,2719,"ammonia gas",,NULL,"for freezing water"
10295,2720,"gun powder",,0.5,
10295,2721,"ammonia nitrate",,2.5,
10295,2722,"Dynamite ",,1,
10295,2723,"Service thread (m)",,1,
10295,2724,deternators,,5,
10282,2725,"gun powder",,0.2,blasting
10282,2726,"water gel",,1,blasting
10282,2727,deternators,,5,blasting
10282,2728,"ammonia nitrate",,2,blasting
10284,2729,"Service thread (m)",,10,
10284,2730,"ammonia nitrate",,10,
10284,2731,"Dynamite ",,10,
25465,2732,oxygen,,NULL,
25469,2733,"high pressure","greeth pull",5,"for washing"
25469,2734,oil,save,10,"for washing"
25471,2735,farafin,,5,
25471,2736,salt,,1,
25471,2737,"coastic soda",,0.2,
25471,2738,"batik nepthol & dye",,0.5,
10641,2739,thinner,CIC,3,
10641,2740,paints,CIC,1,
9327,2741,"ammonium, Dynamite",,NULL,
3879,2742,Solvents,IPA,3,"For diluting"
3879,2743,Solvents,NBA,1,"For diluting"
3276,2744,"Rubber emulsion paste","WT 200/CE",50,"used for printing on fabric panels"
3276,2745,"Pigment ink","Print perfect LC 40",6,"used for printing on fabric panels"
3276,2746,"Cross Linking aqent (fixer)","Fixer DF",2,"used for printing on fabric panels"
14626,2747,Ammonium,,7,Blasting
14626,2748,Dianamid,,4.5,Blasting
14624,2749,Ammonium,,2,Blasting
14624,2750,Dianamid,,0.5,Blasting
14607,2751,N/A,,NULL,
14629,2752,Nil,,NULL,Nil
14625,2753,Ammonium,,2,Blasting
14625,2754,Dianamid,,0.5,Blasting
14613,2755,Nil,,NULL,Nil
33,2756,"Poly Propline/ Poly Esterine",,2000,
9305,2757,"Amonium, ",,NULL,
25498,2758,"perl glue",,100,
25498,2759,floor,,100,
10662,2760,Tpol(l),,1,
10633,2761,,,NULL,
10637,2762,thinner,,8,"to disolve paint"
10637,2763,paint,,5,"for painting vehicles"
10637,2764,catloi,,1,"for repair vehicles"
25508,2765,Tihinner,,NULL,
25508,2766,Paint,,NULL,
10646,2767,"LAVSA , Coastic soda, Sodium Salfate,,H.E.C, E.DTA, S.LE,S, Sodium Chloride,TORGITOL, HCL , Q Ammpnia, IPA Surgical sprit, Cinnamon, Cirus, Sandlwood, Oil, Jesmine, Orchid,Apple, Strawberry Essence, ",,NULL,
25511,2768,Thinner,,0.25,
25511,2769,Carbide,,0.25,
25517,2770,"Oxygen ",,NULL,
25517,2771,Acetylene,"  ",NULL,
25517,2772,"Spray paint",,NULL,
10644,2773,Thinner,,10,"Painting Vehicals"
25528,2774,Thinner,,NULL,
25528,2775,Paint,,NULL,
10648,2776,Tipole,,0.75,
10648,2777,"Rial car wash",,0.5,
10626,2778,"high pressure",,1,"washing vehicles"
10188,2779,"high pressure, car wash",,NULL,
10172,2780,"Service treads (M)",,30,Blasting
10172,2781,Dynamite,,1,Blasting
10172,2782,Caps,,1,Blasting
10195,2783,"gun powder",,0.25,
10195,2784,"Service thread (m)",,30,
10195,2785,"ammonia nitrate",,3,
10195,2786,"Dynamite ",,0.8,
10202,2787,"Dynamite ,kalu beheth,ammonia,,service threads",,NULL,
9310,2788,"Ammonium , Detonetor,",,NULL,
10171,2789,"Service thread (m)",,10,"For blasting"
10171,2790,Gunpowder,,0.1,"For blasting"
10171,2791,"Dynamite ",,1,"For blasting"
10171,2792,Cap,,1,"For blasting"
10171,2793,"ammonia ",,2,"For blasting"
25556,2794,"ammonia nitrate,service thread ,,cap,kalubeheth",,NULL,
10204,2795,"Car wash, high pressure, oil",,NULL,
19658,2796,"Dissel, Gun Powder, Dinamite",,NULL,Quarry
14533,2797,Nil,Nil,0,Nil
9292,2798,"Dynamite, Ammonium",,NULL,
9365,2799,"Glucose, Distill Water",,NULL,
10189,2800,dynamite,,0.3,"for blasting"
10189,2801,"Ammonium nitrate",,2,
10189,2802,kalubeheth,,0.3,
10189,2803,"service thread",,NULL,
10189,2804,cap,,1,
10211,2805,"Coastic soda","Coastic soda",0.65,
10211,2806,S.T.P.P,,0.65,
10211,2807,,Labsa,1.6,
10211,2808,"Iso propyl alchol",IPA,0.5,
14535,2809,Nil,Nil,0,Nil
25585,2810,E300,"Ascorbic acid",0.4,
25585,2811,E1520,"Propylene glycol",1.5,
25585,2812,E472,Monodigysaride,3,
24424,2813,Nil,Nil,0,Nil
10209,2814,"Dynamite ",,5,Blasting
10209,2815,Caps,,10,Blasting
10209,2816,"Service thread meters",,20,
10209,2817,"Ammonium ",,1,Blasting
10209,2818,"Kalu beheth",,0.05,
10166,2819,Ammonium,,2.5,Blasting
10166,2820,Dyna,,5,Blasting
10166,2821,"Kalu beheth",,2.5,Blasting
10190,2822,metal,,NULL,
25595,2823,Dinamite,,0.1,
25595,2824,"Amoniam Nitrate",,0.5,
25595,2825,"Black Powder",,0.1,
10170,2826,Gunpowder,,0.1,
10170,2827,"Service thread (m)",,10,
10170,2828,"Dynamite ",,1,
10170,2829,cap,,NULL,
10170,2830,"ammonia nitrate",,2.5,
25598,2831,Gunpowder,,0.1,blasting
4182,2832,thiner,,2,
25611,2833,Gunpowder,,0.1,blasting
25598,2834,"Service thread (m)",,10,BLASTING
25598,2835,"Dynamite ",,1,BLASTING
25598,2836,cap,,NULL,BLASTING
25598,2837,"ammonia nitrate",,2,BLASTING
4290,2838,"Chloring powder",Zirus,0.01,"Sanitige vegetables"
25618,2839,"Sodium bisulphite",,10,
25618,2840,Nexobleach,,2.5,
25618,2841,"Formic Acid",,4,
25618,2842,"Oxalic Acid",,6,
10201,2843,"E.M Super","Anim EM Super",NULL,"control bad odor"
25620,2844,"Dynamite ",,0.8,
25620,2845,"ammonia nitrate",,4,
25620,2846,kalubeheth,,0.1,
9283,2847,"Amonia, TMTD, Sulfuric",,NULL,
10206,2848,"Gun powder",,0.1,
10206,2849,"water jel",,0.7,
10206,2850,"ammonia nitrate",,0.3,
25635,2851,Cougulentor,,2.5,
25635,2852,P.H+(L),,0.75,
10186,2853,"Dynamite, Gun powder, Deternator, ammonium nitrate",,NULL,"For blasting"
25637,2854,"High Pressure",,NULL,
25638,2855,"gun powder",,0.31,
25638,2856,"service threads",,13.3,
25638,2857,dynamite,,0.8,
25638,2858,deternators,,8,
25638,2859,"ammoniam nitrate",,4,
25640,2860,"Bathik dye",Napthol,0.2,"Cloth dye and wak"
25639,2861,"Citric acid, Fumaric acid, Malic acid",,15,"Food addive for jelly /pudding preservatives"
25639,2862,"Sodium bicarbonate",,NULL,
25639,2863,"Potassium sobate",,0.75,
25648,2864,"Gun Powder,",,0.1,Blasting
25649,2865,"gun powder",,0.1,blasting
25649,2866,"service threads(m)",,10,blasting
25649,2867,gynamite,,1,blasting
25649,2868,cap,,1,blasting
25649,2869,ammonium,,2,blasting
1912,2870,"Amonium ",,NULL,
25654,2871,Gunpowder,,0.1,Blasting
25654,2872,"Service thread (m)",,10,Blasting
25654,2873,"Dynamite ",,1,Blasting
25654,2874,"ammonia nitrate",,2,Blasting
25654,2875,cap,,1,Blasting
25659,2876,Gunpowder,,0.1,Blasting
25659,2877,"Service thread (m)",,10,Blasting
25659,2878,"Dynamite ",,1,Blasting
25659,2879,cap,,1,Blasting
25659,2880,"ammonia nitrate",,2,Blasting
25662,2881,Sulphur,,1.2,
25662,2882,TMTD,,0.6,
25661,2883,,,NULL,
9284,2884,"sulfur,","Sulfur, P.V.I, T.B.B.S",NULL,
19573,2885,EBT,"D - trans allethrin",10.4,
10028,2886,"Sulpiuric Acid",,100,
10028,2887,"Sodium Carbonate",,100,
9282,2888,"Sodium Benzoate, Citric Acide, Sodium Citrate",,NULL,
4492,2889,,,NULL,
4559,2890,,,NULL,
2131,2891,"Amoniyam Naitrat",,2,
2131,2892,"water jel",,500,
2131,2893,detanetors,,4,
2131,2894,,,NULL,
19560,2895,"Dye,Salt, Hydogen peroxide,Sodium,Costic soda",,15,
4540,2896,"High presher",American,2,
4480,2897,Vitamins,,50,
3131,2898,Dainamaite,,0.5,
25683,2899,Naitetrajan,,NULL,
25685,2900,NA,,NULL,
3086,2901,"Hedum karaka",,NULL,
3108,2902,,,NULL,
19525,2903,,Ammoilast,NULL,
2147483647,2904,"Lubricant Oil",Caltex,5,
25694,2905,"Detergents Used",,NULL,
2762,2906,,,NULL,
2166,2907,Amonia,,NULL,
10319,2908,"Dynamite, Kalu Beheth, Service thread, Ammonium, Deternators",,NULL,"For blasting"
2777,2909,NA,,NULL,
19594,2910,"paraffin oil",caltex,10,
25701,2911,,,NULL,
10612,2912,"Liquid Soap",,0.001,
10612,2913,Kerosene,,0.001,
10698,2914,"ammonia nitrate, Gun powder , detonator. dyna",,NULL,
25705,2915,Ocsigan,,NULL,
19570,2916,"Di Methyl, Amino Ethanol, Dye premix,Perfume, Di phenyl Oxide",,61,
10685,2917,"Gun powder ",,0.1,blasting
10685,2918,"Dynamite ",,0.2,Blasting
10685,2919,"Service thread (m)",,10,
25706,2920,Ocsigan,,NULL,
10516,2921,Gunpowder,,NULL,"For blasting"
2259,2922,Dynamite,,NULL,
2259,2923,Amonia,,NULL,
10474,2924,Gunpowder,,NULL,
25708,2925,,,NULL,
10541,2926,Gunpowder,,24,"For blasting"
10541,2927,"Service thread (m)",,480,"For blasting"
10541,2928,"Dtanators, ",,240,"For blasting"
10541,2929,"ammonia nitrate",,96,"For blasting"
10541,2930,"water jel",,24,"For blasting"
10540,2931,"Gun powder",,0.1,
10540,2932,Deternators,,0.05,
10540,2933,"Service thread (m)",,20,
25710,2934,,,NULL,
25711,2935,,,NULL,
2291,2936,"Amonium Nitrate",,NULL,
2291,2937,Dynamite,,NULL,
2291,2938,"Bleaching powder",,NULL,
10180,2939,"high pressure,shampoo",,NULL,
10176,2940,"high pressure",,NULL,
44,2941,SLES,KAO,20,
44,2942,"Cetyl Alcohol",KAO,8,
44,2943,GMS,Nikkol,5,
44,2944,Propylene,Neochem,4,
10528,2945,"Service thread (m)",,10,
10528,2946,"ammonia nitrate",,0.5,
10528,2947,"Dynamite ",,0.5,
10528,2948,Gunpowder,,0.25,
10408,2949,"Dynamite ",,5,
10408,2950,"ammonia nitrate",,10,
10408,2951,"Service thread (m)",,5,
10408,2952,"kalu beheth",,2.5,
10408,2953,"cap ",,5,
25724,2954,,NC,2,
25725,2955,"Ammonia Nitrate ",,15,
10504,2956,Gunpowder,,0.15,
10504,2957,Dynamyte,,0.15,
10504,2958,"ammonia nitrate",,1,
25725,2959,"water Jel",,2,
25726,2960,,NC,2,
25729,2961,,"Gun powder",NULL,
25729,2962,"Ammonia Naitrate",,NULL,
10373,2963,"Dynamite ",,0.5,
10373,2964,"ammonia nitrate",,1,
10373,2965,"Kalu Beheth",,0.1,
10373,2966,"Service thread (m)",,1,
10373,2967,Cap,,1,
10369,2968,"ammonia nitrate",,1,
10369,2969,"Dynamite ",,1,
10369,2970,"Service thread (m)",,10,
10369,2971,"kalu beheth",,0.5,
19582,2972,"Dinamite, Aminium Nitrate",,0.5,
10538,2973,Paints,multilac,5,
25743,2974,"water jel",,2,
25743,2975,"ammonia nitrate",,15,
25743,2976,"Service thread (m)",,5,
25743,2977,Gunpowder,,0.25,
19595,2978,"Kerosion Soap","Venis CALTEX",12,"Vehicle cleaning"
25745,2979,Kerosine,,NULL,
25745,2980,Thinner,,NULL,
25745,2981,oxygen,,NULL,
9293,2982,Detergent,Dash,13,
25748,2983,"Amonium nitrate",,1.5,
25756,2984,"Dish wash ml","Citron ",450,"To clean Glass wear and plates "
25756,2985,"Germicidal Toilet clear ",Puri,200,"to clean toilet"
19554,2986,"SL 571",kriso,60,
25764,2987,NO,NO,NULL,NO
25768,2988,,"Stlit star ",50,
4543,2989,Highpersher,,0.5,
19575,2990,,,NULL,
19606,2991,"Sodium Propiyant,Potaciam Sobette",,850,
25774,2992,Dinamaite,,5,
25774,2993,"Amoniam  Nitrate",,15,
25774,2994,"Black Powder",,2,
2864,2995,Mipol,,NULL,
19531,2996,,,NULL,
10583,2997,"Dynamite ",,0.5,
10583,2998,"ammonia nitrate",,1,
10583,2999,Gunpowder,,0.25,
10583,3000,"Service thread (m)",,20,
25775,3001,,N/A,NULL,
10223,3002,"calcium carbonate",,300,"to increase the degradability"
25777,3003,,,NULL,
19695,3004,"Ink, Carbide",,1.5,
19550,3005,"Formaline,Kondis","Formal Synide,Potaciam Palmgnate",2,
10616,3006,"ammoniam bicarbonate,sodium bicarbonate,SMS,essence",,NULL,
19945,3007,,,NULL,
3079,3008,"Bad smell comtrl chemicle",,NULL,
25786,3009,"Hydrocholric Acid",Unimal,3.8,
25787,3010,"Hydrocholric Acid",Unimal,3.8,"Gern Killing Smell"
10163,3011,"water jel",,3,
10163,3012,"Service thread (m)",,70,
10163,3013,Gunpowder,,1,
10163,3014,"ammonia nitrate",,10,
25791,3015,"Hydrocholric Acid",Unimal,3.8,"Gern Killing Smell"
25795,3016,"Bad smell control Chemical",,NULL,
2927,3017,,,NULL,
19905,3018,"Kerosine oil","Kerosine oil",2,
25797,3019,"Beging Powder",,1,
19651,3020,"Water Jel, Amonium",,NULL,
3077,3021,"Beging Powder",,1,
19935,3022,"Shampoo,Grees,Oil","Auto Champ,Valmaline,Palmaline",23,
3078,3023,"Amonium naitrat",,5,
4502,3024,"Tetrailvor edhane",R134a,500,"for ac"
3080,3025,Chictonic,,100,
4552,3026,Highpersher,"amavican wasing",2,
3085,3027,Cloring,,1,
3058,3028,,,NULL,
25800,3029,"Water gel",,1,
25800,3030,"Amonium Nitrare",,2.5,
25800,3031,"Black Powder",,0.25,
25803,3032,"Nytric Acid",,2,
25803,3033,"Costic Soda",,3,
2753,3034,Anomium,,5,
2182,3035,Amoniyam,,2,
25805,3036,"Detergent ",,10,
2182,3037,Dinarmit,,300,
25805,3038,"Kerosene ",,3,
2943,3039,Tiner,,NULL,
25809,3040,Dainamite,1,NULL,
3102,3041,"Potasiyam Sobert",,400,Food
25815,3042,Shop,,NULL,
2870,3043,,,NULL,
25832,3044,Dinamaite,,700,
25833,3045,Thiner,C.I.C,4,
19677,3046,"Jelatine Dinamite,Amonium Nitrate, Blasting powder,",,NULL,
25839,3047,Dainamite,,NULL,
10017,3048,"Folic Acide",,0.525,"For Rubber"
10017,3049,"sodium bisulfide",,0.5,"For Rubber"
10017,3050,"Necso Bleech",,0.125,"For Rubber"
18507,3051,Kerosine,,NULL,
18507,3052,"Car Wash",,NULL,
18500,3053,Dynamate,,1,Blasting
18500,3054,Ammonia,,4,Blasting
19732,3055,"Sodium Hydroxide  ",,250,
19732,3056,"Nitric Acid  ",,200,
19732,3057,"Sulfuric Acid",,600,
19732,3058,"Stanous Sulphate  ",,60,
19732,3059,"Etching Chemical ",,125,
19732,3060,"Conversion Couting ",,20,
19778,3061,"Potassium Nitrate ",,250,
19778,3062,"Polythene ",,100,
19778,3063,"Sulfur ",,50,
25871,3064,"Amonium Nitrate",,1,"to Blast Rock"
25871,3065,Dinamite,,0.25,"to blaste rock"
